V1,mean_estimates,combined_se,t_stats,p_values
(Intercept),-4.07977274472726,0.176833241354376,-23.071299906511,0
factor(wave)2,-0.261809830810729,0.134812245207174,-1.94203301345802,0.0521331038314303
factor(wave)3,-0.241965087213876,0.133155346379454,-1.81716389009531,0.0691920222933202
factor(wave)4,-0.312315154653635,0.132222052622562,-2.36205041790693,0.0181741703367067
hsize,-0.161453612692927,0.00843271233411359,-19.1461070051904,0
head_gendrfemale,0.038839887444507,0.0194879421253747,1.99302148962843,0.0462590939837622
age0-29,0.0813651652092063,0.0509232267957452,1.59780065657592,0.11008734848758
age50-69,0.182156374027524,0.0257647943132624,7.06997198629911,1.54964929777179e-12
age+70,0.477063547410511,0.0350699441381873,13.6032023755362,0
edu_refprimary,-0.163813979592095,0.0261585140177976,-6.26235800247064,3.79199116551376e-10
edu_reftertiary,0.11243586581542,0.0196477481133418,5.72258282052539,1.04916670906618e-08
homeownhomeowner,0.413174906513016,0.0223638396319537,18.4751327729371,0
otherpmultiowner,1.76091801033195,0.018481304807365,95.2810436647419,0
bondshas-bonds,0.672823514150176,0.0362993889064714,18.5353950691502,0
mutualhas-mutual,0.384328016751716,0.0246746343978858,15.5758342982641,0
shareshas-shares,0.538595971591952,0.0241043323446017,22.3443638219075,0
managedhas-managed,0.468928186881045,0.0416162738754949,11.2679041925752,0
otherfinhas-otherfin,0.32362396843484,0.0364086141094219,8.88866484898946,0
haspvpenshas-pvpens,0.579378970149591,0.0200538598024537,28.8911449395244,0
class_nomanager2,0.86765577125741,0.209641074824037,4.13876799661364,3.49175827605297e-05
class_nomanager3,0.742517164258275,0.18820908490066,3.94517174689089,7.97428025942626e-05
class_nomanager4,0.421380301957721,0.0267482487459182,15.7535659982983,0
random_part,0.115760745770833,0.398578764806052,0.340195712539687,0.631303602890809
eval,95294.8704206279,95544.9209545817,-47623.435210314,95246.8704206279
