V1,mean_estimates,combined_se,t_stats,p_values
(Intercept),-4.51577929015004,0.215226626782244,-20.981508457682,0
factor(wave)2,-0.362517318583826,0.0996695173169701,-3.63719348043941,0.000275624892770221
factor(wave)3,-0.382053986223505,0.0998559942646457,-3.82604959308659,0.000130216067522726
factor(wave)4,-0.153249961025814,0.0984568643425105,-1.55651880698424,0.119584774055874
hsize,-0.145121358608178,0.00747506487032047,-19.4140600952345,0
head_gendrfemale,0.0582673089783413,0.0154232321784252,3.77789222805376,0.000158161290675363
age0-29,-1.09063551623134,0.0438101598780959,-24.894579688047,0
age50-69,0.847922044983925,0.0210065026158272,40.3647413608519,0
age+70,1.28934056692083,0.0277329899996254,46.4912209948602,0
edu_refsecondary,0.721564989993286,0.0221610808596412,32.5600088986349,0
edu_reftertiary,0.717087801510246,0.0249372238793484,28.7557189597234,0
quintile.gwealthtop-wealth,1.67687923714232,0.0177974849241736,94.2200116638213,0
quintile.gincometop-income,0.0295072165753001,0.0199058668620449,1.48233768364855,0.138250466138487
classEmployer,1.06723322076355,0.237410545934081,4.4953067125328,6.94697381486975e-06
classSelf-Employed,1.03531266792092,0.182422962322123,5.67534182507552,1.38411986316811e-08
classManager,0.952272812917142,0.0327668369271434,29.0620914992347,0
classInactive,1.33702311749555,0.020263240985377,65.982688478137,0
random_part,0.0653735506298394,0.787764964449863,0.255595805997854,0.887551094011855
eval,141796.08409859,141996.184831819,-70879.0420492951,141758.08409859
