names,mean_estimates,combined_se,t_stats,p_values
(Intercept),-4.68075354256595,0.216973972222439,-21.5728803534431,2.73100787292124e-05
hsize,-0.144276568527215,0.00745539805531557,-19.3519604797424,4.20300142704048e-05
head_gendrfemale,0.0586531232708513,0.0153894680945844,3.81125084443246,0.0189198052014574
age0-29,-1.08649645425035,0.0436989261516435,-24.8632300592469,1.55328781890825e-05
age50-69,0.842123447166167,0.0209624884519026,40.17287590156,2.29418092848422e-06
age+70,1.27342729614033,0.0275420246758309,46.2357909822733,1.30883508666921e-06
edu_refsecondary,0.702662975258118,0.0219449953465698,32.0192811236095,5.67134639328712e-06
edu_reftertiary,0.697863746988341,0.0247295792711888,28.2197986199218,9.38228572299235e-06
quintile.gincometop-income,0.026581462630099,0.0198147209083846,1.34150073336896,0.250856852235146
quintile.gwealthtop-wealth,1.67040144319854,0.0175137841105867,95.3763865450883,7.24552029929037e-08
classEmployer,0.953066083626318,0.231525307102006,4.11646612439829,0.0146546094358828
classSelf-Employed,1.02041431269099,0.179604536243748,5.68145066952064,0.0047374914561183
classManager,0.778744801810073,0.0287305327559839,27.1051291817023,1.10157663924361e-05
classInactive,1.30794020353962,0.020168922332336,64.8492855487204,3.38721149553071e-07
