V1,mean_estimates,combined_se,t_stats,p_values
(Intercept),-4.10767250696623,0.178271888168559,-23.0416166517649,0
factor(wave)2,-0.314864425028084,0.145833850144532,-2.15906269165925,0.0308453035775331
factor(wave)3,-0.280758335330471,0.143946551713627,-1.95043460220584,0.051124341006856
factor(wave)4,-0.34215174312714,0.143165669907095,-2.38990075867472,0.0168529260053938
hsize,-0.121101404866079,0.00980613514820521,-12.3495549506315,0
head_gendrfemale,0.0423499879056203,0.0247346972826146,1.71216924232936,0.0868654838923153
age0-29,-0.18129179132411,0.0777555046586271,-2.33156214624343,0.0197237371579682
age50-69,0.0502785202683785,0.030326221571075,1.65792234124985,0.0973331421265746
age+70,0.248010328663361,0.0427950780219633,5.79530030383582,6.81990353079698e-09
edu_refprimary,-0.202126462903029,0.0347709453980352,-5.81308505101649,6.13318795750217e-09
edu_reftertiary,0.200020589972424,0.02331784614074,8.57800453631761,0
homeownhomeowner,0.462262848708473,0.0289262342785078,15.9807475891162,0
otherpmultiowner,2.00998753396892,0.0238753636260694,84.1866773402447,0
bondshas-bonds,0.627990438299781,0.0395666189908066,15.8717235467022,0
mutualhas-mutual,0.503537102856317,0.0304256507169348,16.5497562415666,0
shareshas-shares,0.564090467799432,0.0309043995900358,18.2527560891785,0
managedhas-managed,0.511077309962903,0.0496206274982629,10.2996946175418,0
otherfinhas-otherfin,0.279047730937807,0.056129176039122,4.97152729880287,6.64275085604515e-07
haspvpenshas-pvpens,0.00806042685366317,0.0279892396889674,0.28798305860521,0.773359706852887
class_nomanager2,0.814462897705358,0.21202958394834,3.84127008381904,0.000122399348931657
class_nomanager3,0.628702247189463,0.188300464385739,3.33882473014803,0.000841336303837315
class_nomanager4,0.27653816135406,0.0333284298890213,8.29736541069861,0
random_part,0.12670403596886,0.342998946547507,0.355899621176438,0.585631585724879
eval,67901.7033929798,68147.271781361,-33926.8516964899,67853.7033929798
