V1,mean_estimates,combined_se,t_stats,p_values
(Intercept),-3.91276451136013,0.196697772467204,-19.8922665075555,0
factor(wave)2,-0.182832115316614,0.100205614755253,-1.82456956891261,0.068066009119728
factor(wave)3,-0.147681481278738,0.100625889293818,-1.46762907950579,0.142205004590658
hsize,-0.103505036021229,0.00875271681426316,-11.8254752458757,0
head_gendrfemale,0.00845577084063641,0.0210702404146914,0.401313448456932,0.688189363445895
age0-29,-0.262890409860963,0.0616471437242617,-4.26443779839715,2.0040616140804e-05
age50-69,0.291060326559874,0.0280871269602649,10.3627660804054,0
age+70,0.718721915299098,0.0386435801968493,18.5987403764855,0
edu_refprimary,-0.399692925781419,0.027116408470405,-14.739891760284,0
edu_reftertiary,0.140254268346028,0.0213089079542512,6.58195476967402,4.64301930236388e-11
homeownhomeowner,0.346494722295715,0.0229691274784936,15.0852365907301,0
otherpmultiowner,1.80472532363009,0.0199459005471072,90.481014851537,0
bondshas-bonds,0.65614160961233,0.0385219595032852,17.0329240275634,0
mutualhas-mutual,0.394376349036704,0.0270633334600437,14.5723493234476,0
shareshas-shares,0.518051368679097,0.0259641219429901,19.9525857187311,0
managedhas-managed,0.360684605558403,0.0519317669409529,6.94535593153428,3.77498032833046e-12
otherfinhas-otherfin,0.340093048524164,0.0407719850901052,8.3413414326667,0
haspvpenshas-pvpens,0.509126496337643,0.021154104606933,24.0675039571651,0
class_nomanager2,0.801682721289123,0.263541347543285,3.04196183544767,0.00235041693070648
class_nomanager3,0.0324102805687844,0.234308181294972,0.138323298783933,0.889984912734799
class_nomanager4,0.578678629813206,0.0283799045271998,20.3904361009598,0
random_part,0.0631815950373241,0.624270805304845,0.251303314878243,0.790084080432038
eval,82408.8576634896,82641.6648276119,-41181.4288317448,82362.8576634896
